nodeId,kmeans_cluster,louvain_cluster,subject
73972,0,7,Case_Based
77515,3,5,Theory
1122574,4,37,Neural_Networks
561593,2,11,Probabilistic_Methods
1117049,0,59,Genetic_Algorithms
1119708,1,54,Genetic_Algorithms
1113995,4,14,Neural_Networks
593560,1,54,Genetic_Algorithms
1109891,4,9,Neural_Networks
77438,2,3,Probabilistic_Methods
617575,0,58,Neural_Networks
1118848,4,21,Neural_Networks
59715,1,54,Genetic_Algorithms
714289,2,42,Probabilistic_Methods
1132887,2,3,Probabilistic_Methods
463,1,54,Case_Based
66596,5,1,Rule_Learning
11093,4,13,Probabilistic_Methods
1106492,5,1,Rule_Learning
99023,0,16,Neural_Networks
85449,5,1,Neural_Networks
1123068,5,1,Probabilistic_Methods
596075,6,12,Case_Based
1132948,0,16,Neural_Networks
6935,5,1,Rule_Learning
940,6,12,Case_Based
13269,4,3,Probabilistic_Methods
160732,5,1,Rule_Learning
1131274,2,11,Probabilistic_Methods
57773,0,84,Rule_Learning
155158,5,1,Rule_Learning
593248,1,54,Genetic_Algorithms
1154103,4,6,Probabilistic_Methods
155738,3,5,Theory
1152436,6,12,Case_Based
575292,1,54,Genetic_Algorithms
1136814,1,54,Genetic_Algorithms
33907,1,54,Genetic_Algorithms
308232,6,25,Rule_Learning
1102442,5,1,Theory
64484,7,2,Reinforcement_Learning
1128425,0,16,Neural_Networks
206524,5,24,Rule_Learning
75674,7,2,Reinforcement_Learning
46431,1,1,Neural_Networks
128,7,2,Reinforcement_Learning
48766,1,54,Genetic_Algorithms
1131647,4,14,Neural_Networks
1154230,2,42,Probabilistic_Methods
1129442,3,0,Neural_Networks
41714,1,54,Genetic_Algorithms
134219,1,54,Genetic_Algorithms
27514,1,14,Neural_Networks
513189,1,54,Genetic_Algorithms
1129106,6,18,Case_Based
6130,4,21,Neural_Networks
243483,1,54,Genetic_Algorithms
143323,5,4,Case_Based
714256,2,42,Probabilistic_Methods
1153065,1,54,Genetic_Algorithms
81714,1,54,Case_Based
248395,4,21,Neural_Networks
202522,4,37,Probabilistic_Methods
628888,4,13,Neural_Networks
577331,1,54,Genetic_Algorithms
1129608,3,0,Neural_Networks
227178,1,54,Genetic_Algorithms
1113541,4,9,Neural_Networks
574462,1,54,Genetic_Algorithms
286562,3,0,Neural_Networks
120817,4,16,Neural_Networks
20592,5,24,Neural_Networks
163235,0,16,Neural_Networks
166989,3,5,Theory
6344,5,1,Case_Based
71336,4,14,Neural_Networks
14531,5,1,Case_Based
987188,1,26,Neural_Networks
1114398,0,32,Neural_Networks
1104300,4,21,Probabilistic_Methods
132821,3,0,Theory
1120962,5,14,Neural_Networks
1109957,7,2,Reinforcement_Learning
155277,0,82,Probabilistic_Methods
1135368,4,14,Neural_Networks
72908,5,1,Rule_Learning
219239,3,5,Theory
1130657,6,18,Case_Based
1106103,5,54,Case_Based
424540,0,36,Neural_Networks
75969,5,1,Rule_Learning
408885,0,48,Probabilistic_Methods
390896,4,3,Probabilistic_Methods
152227,3,5,Theory
6318,5,1,Case_Based
1114605,4,14,Neural_Networks
1108597,6,18,Case_Based
70520,4,2,Reinforcement_Learning
593201,1,54,Genetic_Algorithms
6767,5,24,Case_Based
6786,2,42,Probabilistic_Methods
72056,4,13,Neural_Networks
14807,4,9,Theory
1129111,4,21,Neural_Networks
7432,7,2,Reinforcement_Learning
1124837,0,89,Probabilistic_Methods
130,7,2,Reinforcement_Learning
708945,4,21,Neural_Networks
1134348,2,42,Probabilistic_Methods
82920,1,54,Genetic_Algorithms
208345,6,18,Case_Based
1102407,4,14,Neural_Networks
1132443,4,21,Neural_Networks
17476,7,2,Reinforcement_Learning
950052,4,14,Neural_Networks
1129368,0,54,Genetic_Algorithms
1153922,4,37,Neural_Networks
1104191,0,28,Neural_Networks
180399,5,14,Neural_Networks
310742,2,42,Probabilistic_Methods
22566,5,24,Case_Based
136766,5,1,Rule_Learning
693143,3,0,Theory
626999,4,16,Neural_Networks
75318,0,36,Neural_Networks
1138027,0,17,Case_Based
141160,4,9,Neural_Networks
593155,1,54,Genetic_Algorithms
8594,0,23,Rule_Learning
307336,4,21,Neural_Networks
45052,5,24,Probabilistic_Methods
173863,2,3,Probabilistic_Methods
56112,1,41,Genetic_Algorithms
1111733,5,9,Neural_Networks
13024,0,23,Rule_Learning
159084,0,33,Neural_Networks
7297,4,14,Neural_Networks
1106236,6,12,Case_Based
124296,4,3,Neural_Networks
1123756,1,54,Genetic_Algorithms
1131195,0,63,Neural_Networks
68115,5,14,Case_Based
30973,6,18,Neural_Networks
128540,1,54,Genetic_Algorithms
1136631,4,9,Theory
1106789,2,42,Probabilistic_Methods
63931,5,1,Rule_Learning
51909,6,25,Rule_Learning
612306,0,23,Rule_Learning
20920,3,21,Probabilistic_Methods
66563,1,54,Genetic_Algorithms
315266,2,3,Probabilistic_Methods
54844,4,37,Theory
27246,5,12,Neural_Networks
207395,6,12,Case_Based
1132706,5,24,Case_Based
593921,1,54,Genetic_Algorithms
158098,2,42,Probabilistic_Methods
34266,0,32,Neural_Networks
3084,6,12,Case_Based
1112767,4,14,Neural_Networks
1272,5,1,Theory
28287,1,2,Reinforcement_Learning
173884,6,25,Probabilistic_Methods
1105344,4,21,Neural_Networks
1694,1,54,Genetic_Algorithms
35343,4,14,Neural_Networks
645084,2,11,Probabilistic_Methods
11337,5,1,Theory
1129021,0,81,Genetic_Algorithms
576257,1,54,Genetic_Algorithms
184157,7,3,Reinforcement_Learning
8699,5,1,Theory
1152244,6,12,Case_Based
1103499,0,19,Probabilistic_Methods
141596,4,21,Neural_Networks
1108389,2,3,Probabilistic_Methods
1131359,1,54,Genetic_Algorithms
617378,0,96,Neural_Networks
346243,5,24,Theory
134199,1,54,Genetic_Algorithms
1135122,4,13,Neural_Networks
1127851,5,1,Rule_Learning
10798,6,1,Case_Based
954315,5,1,Rule_Learning
1107215,6,12,Case_Based
294030,2,37,Probabilistic_Methods
8821,5,1,Case_Based
58540,7,2,Reinforcement_Learning
133566,4,9,Neural_Networks
235776,5,24,Theory
211432,5,24,Theory
576973,1,54,Genetic_Algorithms
6217,5,24,Reinforcement_Learning
40135,5,21,Neural_Networks
27543,5,1,Neural_Networks
683360,2,3,Probabilistic_Methods
1152194,4,21,Neural_Networks
217852,5,4,Rule_Learning
1131180,2,11,Probabilistic_Methods
990075,6,18,Case_Based
23448,4,14,Neural_Networks
137359,5,12,Rule_Learning
126128,3,0,Neural_Networks
15670,1,54,Genetic_Algorithms
899085,0,74,Rule_Learning
3229,4,14,Neural_Networks
65074,2,19,Probabilistic_Methods
27530,5,1,Neural_Networks
103482,1,14,Neural_Networks
1109439,4,21,Neural_Networks
1124844,3,0,Neural_Networks
193918,4,42,Neural_Networks
1131745,4,14,Neural_Networks
69296,1,54,Genetic_Algorithms
1130934,4,14,Neural_Networks
696345,0,16,Neural_Networks
250566,5,1,Case_Based
1135137,4,14,Neural_Networks
108962,2,3,Probabilistic_Methods
96845,1,54,Genetic_Algorithms
27199,3,5,Theory
645897,2,11,Probabilistic_Methods
1116146,6,18,Case_Based
8696,6,1,Theory
1152821,4,14,Neural_Networks
1128945,1,54,Genetic_Algorithms
157761,3,5,Theory
12247,3,5,Theory
50838,5,1,Neural_Networks
33231,2,3,Probabilistic_Methods
218666,5,14,Case_Based
37888,2,3,Probabilistic_Methods
118435,4,9,Neural_Networks
91038,4,37,Probabilistic_Methods
1108175,3,1,Neural_Networks
1135589,4,16,Neural_Networks
1135746,3,5,Theory
1153169,5,1,Rule_Learning
1118092,7,2,Reinforcement_Learning
245955,1,57,Reinforcement_Learning
48768,1,54,Reinforcement_Learning
193742,7,2,Reinforcement_Learning
595056,7,2,Genetic_Algorithms
1106771,0,32,Neural_Networks
307015,1,54,Genetic_Algorithms
189620,2,3,Probabilistic_Methods
12198,3,5,Theory
1131345,4,9,Neural_Networks
1138755,3,0,Neural_Networks
1131192,2,11,Probabilistic_Methods
12199,3,5,Theory
1136446,4,14,Neural_Networks
523394,2,42,Probabilistic_Methods
58268,0,23,Rule_Learning
42207,3,5,Theory
642641,2,11,Probabilistic_Methods
390922,4,3,Probabilistic_Methods
762980,4,14,Neural_Networks
180301,0,103,Probabilistic_Methods
519353,2,19,Probabilistic_Methods
148341,1,54,Genetic_Algorithms
135464,4,16,Neural_Networks
103430,0,36,Neural_Networks
1153942,1,54,Genetic_Algorithms
521269,6,18,Case_Based
132806,1,54,Genetic_Algorithms
74427,0,32,Neural_Networks
1104495,0,32,Neural_Networks
25772,5,1,Neural_Networks
1140040,4,21,Neural_Networks
1113035,4,16,Neural_Networks
561809,2,11,Probabilistic_Methods
576725,1,54,Genetic_Algorithms
36620,5,24,Case_Based
28230,6,54,Probabilistic_Methods
286513,1,54,Genetic_Algorithms
1131277,2,11,Probabilistic_Methods
126909,2,11,Probabilistic_Methods
1114364,0,9,Neural_Networks
24043,4,21,Neural_Networks
1127551,2,11,Probabilistic_Methods
27203,3,5,Theory
1120252,4,21,Probabilistic_Methods
1131267,4,21,Probabilistic_Methods
1129683,1,54,Genetic_Algorithms
117316,1,54,Genetic_Algorithms
1105505,3,3,Neural_Networks
116081,5,1,Rule_Learning
1105698,2,42,Probabilistic_Methods
13195,7,2,Reinforcement_Learning
9559,0,90,Rule_Learning
22883,6,25,Theory
1153014,2,3,Probabilistic_Methods
215912,3,0,Neural_Networks
1120643,1,54,Genetic_Algorithms
1107674,1,41,Genetic_Algorithms
27250,5,24,Theory
1129778,1,54,Genetic_Algorithms
1135125,5,1,Neural_Networks
1123493,0,56,Theory
202520,4,37,Probabilistic_Methods
1136422,4,14,Neural_Networks
6220,7,2,Reinforcement_Learning
66805,1,14,Genetic_Algorithms
1131189,2,11,Probabilistic_Methods
145215,5,24,Case_Based
82666,6,12,Case_Based
1105450,3,1,Theory
824245,0,94,Neural_Networks
17477,1,2,Genetic_Algorithms
35061,1,54,Genetic_Algorithms
95642,6,18,Case_Based
233106,0,13,Neural_Networks
46468,4,24,Probabilistic_Methods
1152290,5,1,Theory
756061,4,14,Neural_Networks
71736,2,11,Probabilistic_Methods
114,7,2,Reinforcement_Learning
752684,0,80,Neural_Networks
1121867,5,5,Theory
22874,6,12,Case_Based
595193,1,54,Genetic_Algorithms
263482,5,12,Rule_Learning
582343,5,1,Theory
593210,1,54,Genetic_Algorithms
60560,0,83,Neural_Networks
1131754,0,101,Genetic_Algorithms
1117501,4,13,Neural_Networks
6898,4,6,Neural_Networks
1129621,0,9,Neural_Networks
594900,1,54,Genetic_Algorithms
101263,3,5,Theory
143476,3,3,Probabilistic_Methods
424,5,14,Rule_Learning
416455,1,41,Genetic_Algorithms
265203,1,2,Genetic_Algorithms
51831,0,9,Neural_Networks
13654,1,26,Neural_Networks
27623,7,2,Neural_Networks
62607,0,46,Rule_Learning
20857,5,1,Rule_Learning
18785,3,1,Probabilistic_Methods
1104851,5,5,Theory
57932,3,5,Neural_Networks
1126011,0,3,Probabilistic_Methods
51879,6,25,Probabilistic_Methods
70444,6,12,Case_Based
1152991,2,11,Probabilistic_Methods
1152858,0,22,Probabilistic_Methods
25791,7,2,Neural_Networks
62634,1,54,Genetic_Algorithms
563613,3,0,Neural_Networks
16843,2,11,Probabilistic_Methods
30817,4,14,Neural_Networks
578898,1,54,Genetic_Algorithms
36802,2,3,Probabilistic_Methods
1132486,0,16,Neural_Networks
1152859,0,36,Neural_Networks
1153877,6,18,Case_Based
62718,1,41,Case_Based
1131149,4,21,Neural_Networks
466170,2,3,Neural_Networks
129287,4,21,Neural_Networks
94713,2,5,Probabilistic_Methods
1128997,1,54,Genetic_Algorithms
235683,0,84,Rule_Learning
3233,5,1,Probabilistic_Methods
232605,0,23,Rule_Learning
5348,4,16,Neural_Networks
1154233,2,42,Probabilistic_Methods
1153899,1,54,Genetic_Algorithms
1102873,4,14,Neural_Networks
1153275,2,42,Theory
62676,2,11,Neural_Networks
735303,1,68,Genetic_Algorithms
1136442,4,14,Neural_Networks
684972,4,13,Probabilistic_Methods
648121,0,31,Neural_Networks
644093,2,11,Probabilistic_Methods
1106052,6,2,Case_Based
169279,4,6,Neural_Networks
358887,2,42,Probabilistic_Methods
1112099,3,5,Theory
49482,4,14,Neural_Networks
18582,1,54,Genetic_Algorithms
1132418,4,21,Neural_Networks
1102850,3,0,Neural_Networks
1102550,0,54,Genetic_Algorithms
591017,5,1,Rule_Learning
1131728,5,24,Case_Based
77829,6,12,Case_Based
198443,1,54,Genetic_Algorithms
117,7,2,Reinforcement_Learning
683355,2,3,Probabilistic_Methods
358866,2,42,Probabilistic_Methods
1117920,2,19,Probabilistic_Methods
1122425,7,2,Reinforcement_Learning
593544,1,54,Genetic_Algorithms
277263,5,1,Rule_Learning
4553,0,55,Rule_Learning
248119,3,5,Theory
67292,4,21,Neural_Networks
1110494,4,14,Neural_Networks
1123689,2,42,Probabilistic_Methods
1153097,0,36,Neural_Networks
1140230,0,16,Neural_Networks
22431,5,1,Rule_Learning
390693,1,54,Neural_Networks
1106172,7,2,Reinforcement_Learning
19697,4,21,Neural_Networks
137956,0,23,Rule_Learning
110041,1,54,Genetic_Algorithms
506,2,19,Probabilistic_Methods
1132459,4,21,Neural_Networks
47839,0,89,Reinforcement_Learning
574710,1,41,Genetic_Algorithms
1114838,0,32,Theory
216877,5,24,Rule_Learning
503883,1,54,Genetic_Algorithms
1107558,4,21,Probabilistic_Methods
20821,5,1,Rule_Learning
1137140,0,29,Neural_Networks
1119178,5,1,Case_Based
646195,2,11,Probabilistic_Methods
245288,4,21,Reinforcement_Learning
1116974,0,32,Neural_Networks
1125386,1,12,Theory
95435,7,3,Reinforcement_Learning
202639,4,21,Neural_Networks
628751,4,13,Neural_Networks
1131557,1,54,Genetic_Algorithms
467383,1,54,Genetic_Algorithms
399339,7,2,Reinforcement_Learning
55801,6,18,Case_Based
60159,4,42,Neural_Networks
1133028,4,14,Theory
578649,1,54,Genetic_Algorithms
416867,3,5,Theory
853115,4,14,Neural_Networks
1118120,4,14,Neural_Networks
1105530,4,21,Neural_Networks
210309,3,21,Theory
592986,1,54,Genetic_Algorithms
976284,3,1,Theory
1131360,1,54,Genetic_Algorithms
294239,1,26,Neural_Networks
3085,6,18,Case_Based
123556,4,9,Neural_Networks
574009,1,54,Genetic_Algorithms
25413,0,23,Rule_Learning
566664,6,18,Case_Based
430711,0,79,Neural_Networks
103529,6,12,Case_Based
411005,4,37,Neural_Networks
1111614,6,18,Case_Based
95225,3,5,Theory
949217,4,21,Neural_Networks
627024,4,16,Neural_Networks
1123991,0,21,Probabilistic_Methods
395540,0,16,Probabilistic_Methods
127940,0,9,Neural_Networks
1134022,1,54,Genetic_Algorithms
69397,5,24,Theory
33823,0,68,Neural_Networks
1107095,5,1,Rule_Learning
44514,1,9,Neural_Networks
197054,1,54,Reinforcement_Learning
34315,4,21,Neural_Networks
68224,0,16,Neural_Networks
58453,1,54,Genetic_Algorithms
1108258,0,72,Case_Based
48066,5,1,Theory
86840,5,1,Theory
502574,6,25,Case_Based
28227,7,2,Reinforcement_Learning
83449,6,12,Case_Based
23545,5,1,Theory
8766,0,23,Rule_Learning
1128946,1,54,Genetic_Algorithms
23070,2,19,Probabilistic_Methods
49753,0,98,Probabilistic_Methods
1102400,3,5,Theory
72406,7,2,Reinforcement_Learning
1130780,4,6,Probabilistic_Methods
141171,0,36,Neural_Networks
943087,3,21,Theory
123825,4,14,Neural_Networks
70970,1,54,Genetic_Algorithms
1136110,4,14,Neural_Networks
20534,7,2,Reinforcement_Learning
8865,1,54,Genetic_Algorithms
45599,1,54,Genetic_Algorithms
653441,2,42,Probabilistic_Methods
103537,2,3,Probabilistic_Methods
1103737,5,12,Theory
318071,2,3,Probabilistic_Methods
16819,2,11,Probabilistic_Methods
1115670,5,1,Rule_Learning
1129994,2,3,Probabilistic_Methods
29492,4,37,Neural_Networks
77112,3,0,Theory
1103969,0,53,Probabilistic_Methods
1104449,4,21,Neural_Networks
1118658,3,5,Theory
1106966,7,2,Reinforcement_Learning
18815,3,21,Case_Based
1107355,7,2,Reinforcement_Learning
646289,4,21,Probabilistic_Methods
509315,1,14,Genetic_Algorithms
1114331,1,54,Genetic_Algorithms
1120084,5,14,Neural_Networks
248431,1,54,Genetic_Algorithms
141868,5,24,Case_Based
241821,0,33,Neural_Networks
1120858,4,16,Neural_Networks
3236,5,1,Theory
593240,1,54,Genetic_Algorithms
1119078,6,25,Theory
1105672,5,5,Neural_Networks
325314,0,16,Neural_Networks
654519,0,101,Genetic_Algorithms
19045,1,54,Genetic_Algorithms
755217,7,2,Reinforcement_Learning
582511,5,1,Theory
801170,1,54,Genetic_Algorithms
987197,3,5,Theory
228990,0,87,Neural_Networks
12155,3,5,Theory
218682,6,12,Case_Based
1105062,4,14,Reinforcement_Learning
97390,1,54,Genetic_Algorithms
2698,4,16,Neural_Networks
27249,5,24,Theory
160705,4,16,Neural_Networks
18812,3,21,Probabilistic_Methods
289085,4,9,Neural_Networks
52515,4,37,Probabilistic_Methods
1113852,5,4,Theory
137873,4,21,Probabilistic_Methods
1131330,0,52,Probabilistic_Methods
1106418,3,5,Theory
179706,0,36,Neural_Networks
561611,2,11,Probabilistic_Methods
28249,7,2,Reinforcement_Learning
1113742,1,54,Genetic_Algorithms
1152633,2,3,Probabilistic_Methods
1129835,0,23,Rule_Learning
577227,1,54,Genetic_Algorithms
643735,0,14,Neural_Networks
8961,5,5,Reinforcement_Learning
28290,1,41,Reinforcement_Learning
1121398,1,54,Genetic_Algorithms
1128319,1,54,Genetic_Algorithms
1130929,3,1,Neural_Networks
561613,2,11,Probabilistic_Methods
308920,2,42,Probabilistic_Methods
1130931,4,14,Neural_Networks
31043,4,21,Neural_Networks
35922,4,3,Probabilistic_Methods
1104258,4,21,Neural_Networks
910,4,21,Neural_Networks
37483,5,4,Case_Based
34263,0,32,Neural_Networks
1119211,0,30,Neural_Networks
734406,6,9,Neural_Networks
1131639,1,54,Neural_Networks
118682,2,25,Probabilistic_Methods
1117089,3,5,Reinforcement_Learning
12194,3,5,Theory
12337,0,9,Neural_Networks
256106,4,16,Neural_Networks
1153811,5,1,Rule_Learning
13205,0,37,Reinforcement_Learning
212097,0,45,Probabilistic_Methods
75691,4,14,Neural_Networks
626574,0,66,Probabilistic_Methods
6818,0,3,Probabilistic_Methods
3223,5,12,Theory
1132505,4,21,Neural_Networks
22564,5,24,Case_Based
645870,2,11,Probabilistic_Methods
1108728,5,14,Rule_Learning
46887,5,24,Neural_Networks
294126,0,27,Rule_Learning
646836,1,54,Genetic_Algorithms
1116839,6,18,Case_Based
100961,4,42,Neural_Networks
6238,0,21,Theory
31927,3,0,Neural_Networks
562123,4,42,Neural_Networks
57948,3,5,Theory
51052,2,42,Probabilistic_Methods
4274,6,25,Case_Based
147870,4,21,Neural_Networks
112099,6,18,Case_Based
1128437,5,1,Theory
1152075,5,5,Theory
9513,3,5,Theory
853114,4,14,Neural_Networks
12197,3,5,Theory
1120138,0,68,Neural_Networks
1153946,0,92,Neural_Networks
1131164,2,11,Probabilistic_Methods
1110520,4,21,Neural_Networks
1365,4,14,Neural_Networks
1138091,6,18,Case_Based
54550,6,12,Case_Based
144408,4,37,Neural_Networks
82090,1,14,Genetic_Algorithms
12210,3,5,Theory
28491,7,2,Reinforcement_Learning
235670,0,84,Rule_Learning
1119987,5,24,Case_Based
579108,1,54,Genetic_Algorithms
8591,0,23,Rule_Learning
1152958,4,6,Neural_Networks
1127913,1,54,Genetic_Algorithms
1152277,4,14,Neural_Networks
6155,7,2,Reinforcement_Learning
83746,1,26,Neural_Networks
237521,4,14,Neural_Networks
486840,1,54,Genetic_Algorithms
1117653,4,9,Neural_Networks
1131305,2,11,Probabilistic_Methods
1132385,3,1,Theory
1127566,2,11,Probabilistic_Methods
1128853,5,1,Rule_Learning
2696,4,16,Neural_Networks
66986,4,13,Neural_Networks
604073,0,70,Neural_Networks
6917,5,1,Rule_Learning
1108841,4,14,Neural_Networks
62274,4,5,Theory
4329,4,2,Probabilistic_Methods
688849,0,3,Neural_Networks
156794,7,2,Probabilistic_Methods
1103038,5,37,Case_Based
6224,7,2,Reinforcement_Learning
1130676,0,16,Neural_Networks
73323,6,12,Case_Based
1107312,7,2,Reinforcement_Learning
189856,2,3,Probabilistic_Methods
561610,2,11,Probabilistic_Methods
1133004,4,16,Neural_Networks
1131471,5,1,Case_Based
1117476,1,54,Genetic_Algorithms
40124,4,21,Theory
1114222,5,12,Probabilistic_Methods
240321,4,21,Neural_Networks
1153160,5,1,Theory
1131549,1,54,Genetic_Algorithms
1109873,4,16,Neural_Networks
157401,4,14,Neural_Networks
593329,1,54,Genetic_Algorithms
323128,5,24,Theory
949511,4,14,Neural_Networks
33412,4,24,Neural_Networks
6343,5,24,Case_Based
14545,5,37,Neural_Networks
1108050,4,16,Neural_Networks
3222,5,12,Case_Based
12359,4,9,Neural_Networks
459214,1,54,Genetic_Algorithms
594119,0,81,Genetic_Algorithms
38829,6,12,Case_Based
1110209,2,19,Probabilistic_Methods
1126029,7,2,Reinforcement_Learning
6311,5,24,Theory
10186,6,4,Theory
7532,0,36,Neural_Networks
1105231,0,54,Genetic_Algorithms
12558,1,54,Genetic_Algorithms
645016,2,11,Probabilistic_Methods
104840,6,1,Theory
714260,2,42,Probabilistic_Methods
1153933,6,9,Neural_Networks
289885,4,37,Probabilistic_Methods
189574,2,42,Probabilistic_Methods
40886,5,24,Neural_Networks
46491,5,24,Theory
370366,4,21,Neural_Networks
919885,4,14,Neural_Networks
45061,5,24,Theory
5454,0,16,Neural_Networks
6213,7,2,Reinforcement_Learning
654326,4,14,Genetic_Algorithms
6210,7,2,Reinforcement_Learning
1120731,7,2,Reinforcement_Learning
78552,0,68,Neural_Networks
576362,1,54,Genetic_Algorithms
181782,7,2,Reinforcement_Learning
188471,4,2,Reinforcement_Learning
1120019,0,40,Neural_Networks
675649,4,21,Neural_Networks
1128151,1,54,Genetic_Algorithms
66564,1,54,Genetic_Algorithms
20923,2,37,Probabilistic_Methods
1128542,5,1,Neural_Networks
59772,4,14,Neural_Networks
574264,1,54,Genetic_Algorithms
1128227,1,54,Genetic_Algorithms
6214,7,2,Reinforcement_Learning
628668,7,2,Reinforcement_Learning
917493,4,9,Neural_Networks
1120197,4,16,Neural_Networks
12158,3,5,Theory
1112426,1,37,Neural_Networks
567018,1,37,Neural_Networks
1110998,4,14,Neural_Networks
145384,7,4,Reinforcement_Learning
1481,6,18,Case_Based
1119623,0,44,Probabilistic_Methods
197452,4,14,Neural_Networks
645046,2,11,Probabilistic_Methods
648112,0,31,Neural_Networks
1152676,1,54,Genetic_Algorithms
139547,4,16,Neural_Networks
1152394,0,64,Neural_Networks
632874,4,6,Probabilistic_Methods
118079,5,21,Reinforcement_Learning
1153786,2,19,Probabilistic_Methods
9515,3,5,Theory
1105887,5,1,Rule_Learning
1135955,0,80,Neural_Networks
643199,1,54,Genetic_Algorithms
1121063,3,5,Theory
649739,4,14,Neural_Networks
170798,6,12,Case_Based
6152,7,2,Reinforcement_Learning
1154068,4,6,Probabilistic_Methods
66809,1,14,Reinforcement_Learning
5869,4,21,Neural_Networks
112813,6,18,Case_Based
272720,3,1,Theory
631015,4,14,Neural_Networks
576691,1,54,Genetic_Algorithms
1105574,0,16,Neural_Networks
63549,4,21,Neural_Networks
28359,4,2,Reinforcement_Learning
649730,4,14,Neural_Networks
63835,7,4,Case_Based
13213,4,37,Reinforcement_Learning
853155,4,14,Neural_Networks
168410,7,2,Reinforcement_Learning
601567,5,1,Rule_Learning
1106330,5,1,Case_Based
573964,1,54,Genetic_Algorithms
1152143,4,14,Theory
1110579,6,12,Case_Based
308003,5,1,Rule_Learning
289780,1,54,Genetic_Algorithms
733576,4,37,Neural_Networks
1114336,6,12,Case_Based
135798,5,1,Case_Based
252715,6,1,Rule_Learning
593859,1,54,Genetic_Algorithms
74921,0,67,Probabilistic_Methods
1108551,5,21,Theory
38771,0,28,Neural_Networks
733534,4,13,Neural_Networks
31489,4,6,Probabilistic_Methods
1110950,0,78,Case_Based
1118347,4,9,Neural_Networks
47682,5,14,Neural_Networks
709518,0,43,Neural_Networks
221302,6,18,Case_Based
73712,0,35,Neural_Networks
633031,0,62,Probabilistic_Methods
111676,6,12,Case_Based
75983,4,21,Neural_Networks
1104647,1,54,Genetic_Algorithms
696346,0,16,Neural_Networks
262121,4,54,Genetic_Algorithms
3095,6,12,Case_Based
1786,5,24,Rule_Learning
18777,2,3,Probabilistic_Methods
4983,0,17,Genetic_Algorithms
753265,4,9,Neural_Networks
45189,3,1,Theory
178209,5,1,Rule_Learning
110163,6,12,Case_Based
168958,4,14,Neural_Networks
1125082,4,14,Genetic_Algorithms
1138968,1,54,Genetic_Algorithms
38000,5,24,Rule_Learning
211875,5,24,Neural_Networks
6209,7,2,Reinforcement_Learning
578845,1,54,Genetic_Algorithms
689152,4,9,Neural_Networks
949318,4,14,Neural_Networks
4637,3,5,Theory
18532,0,36,Neural_Networks
78994,4,6,Neural_Networks
1123530,1,54,Genetic_Algorithms
20584,5,24,Neural_Networks
1103031,0,53,Probabilistic_Methods
27531,5,1,Neural_Networks
943,6,12,Case_Based
1130808,0,16,Neural_Networks
213279,4,5,Neural_Networks
459213,1,54,Genetic_Algorithms
1104031,6,12,Case_Based
1130568,4,13,Neural_Networks
40131,5,21,Neural_Networks
154134,5,4,Case_Based
31055,5,1,Neural_Networks
4649,5,1,Rule_Learning
67633,6,18,Case_Based
4584,7,2,Reinforcement_Learning
1107325,5,1,Case_Based
10531,3,0,Neural_Networks
1129208,5,2,Theory
34961,6,25,Neural_Networks
763181,4,14,Neural_Networks
330148,4,14,Neural_Networks
575331,1,54,Genetic_Algorithms
73162,2,42,Probabilistic_Methods
214472,0,37,Reinforcement_Learning
1119751,5,5,Theory
64519,7,4,Reinforcement_Learning
46452,5,1,Rule_Learning
1102751,6,1,Theory
630817,0,16,Neural_Networks
1123576,3,21,Neural_Networks
270600,0,32,Neural_Networks
7419,7,2,Reinforcement_Learning
133553,4,9,Neural_Networks
335733,1,54,Genetic_Algorithms
1154012,0,66,Probabilistic_Methods
27627,7,2,Theory
427606,1,54,Genetic_Algorithms
287787,1,54,Genetic_Algorithms
28336,1,54,Genetic_Algorithms
6346,5,54,Case_Based
152219,0,37,Neural_Networks
1109208,1,54,Genetic_Algorithms
63486,5,1,Theory
1237,3,38,Neural_Networks
1129629,1,54,Genetic_Algorithms
1153724,6,12,Case_Based
13717,5,24,Rule_Learning
593105,1,54,Genetic_Algorithms
1105394,7,2,Reinforcement_Learning
80515,0,36,Neural_Networks
262108,4,54,Neural_Networks
1110390,5,12,Case_Based
292277,1,54,Genetic_Algorithms
1113459,7,2,Reinforcement_Learning
613409,4,14,Probabilistic_Methods
263279,1,54,Genetic_Algorithms
144212,1,54,Genetic_Algorithms
11339,5,24,Theory
9708,5,1,Case_Based
578365,0,16,Neural_Networks
42847,4,21,Neural_Networks
28640,3,5,Theory
98693,1,54,Genetic_Algorithms
989397,3,5,Theory
1154524,0,84,Rule_Learning
1125895,4,38,Reinforcement_Learning
1103985,1,54,Genetic_Algorithms
107569,4,13,Neural_Networks
1116410,6,12,Case_Based
1133428,0,16,Neural_Networks
107252,5,24,Theory
15431,3,5,Theory
267003,5,1,Neural_Networks
54132,1,54,Genetic_Algorithms
1110024,6,18,Case_Based
739707,0,34,Neural_Networks
1153866,5,1,Rule_Learning
1153056,7,2,Reinforcement_Learning
656048,6,12,Case_Based
46470,3,1,Theory
75121,5,1,Case_Based
1120170,7,2,Reinforcement_Learning
144330,6,18,Theory
22876,6,12,Case_Based
649731,4,14,Neural_Networks
1111186,0,32,Neural_Networks
1110256,3,0,Theory
1153728,6,12,Case_Based
642920,0,100,Neural_Networks
628459,0,104,Neural_Networks
